rank,content_id,decline_score,action,reason_code,impressions,clicks,avg_position
50,content_73aa61dcedebbf30,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,867,0,36817.0
51,content_453d84908280303b,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,471,0,15560.0
52,content_d0baa8614c538ef0,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,773,0,31926.0
53,content_6f44a5b9bcf34a8c,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,378,0,14610.0
54,content_67bddeb26fac2add,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,415,0,18282.0
55,content_9522edf0b01baa5a,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,318,0,15852.0
56,content_8c17daa52a81fd73,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,386,0,20146.0
57,content_bf0166f71253c711,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,635,0,17133.0
58,content_01bf0b8e22f9feb9,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1105,0,28070.0
59,content_8df0f9673f13d1ed,0.9135263658078481,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,593,0,20286.0
60,content_b9acd1ebff7d34ff,0.8897124653712529,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1966,0,3909.0
61,content_0db4384cef1a3c3b,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,122,0,3917.0
62,content_7ab3d18483395412,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,150,0,3787.0
63,content_fc58082f82bd7f19,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,216,0,4010.5
64,content_e77d0958fa1a8310,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,102,0,3784.0
65,content_4d28620a70abb9d2,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,128,0,3777.0
66,content_128b089eab76d5ce,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,142,0,3996.0
67,content_f20ea6944a57c2b6,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,88,0,4046.0
68,content_5a431552d5138148,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,646,0,3947.0
69,content_a4c1ddd5c9437cb2,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,112,0,3827.0
70,content_516b7c0e8eec0cef,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,89,0,3794.0
71,content_28706fa2dad52086,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,407,0,3853.0
72,content_3b2ba0661c2858e9,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,140,0,3965.0
73,content_c2fa3de097e893fa,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,756,0,3888.0
74,content_c1812fff3ef0ac9d,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,162,0,3891.0
75,content_2b0b854b03f0b101,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,77,0,4027.0
76,content_6391db9734f55237,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,253,0,3893.0
77,content_e38b0c8726b59195,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,528,0,3922.0
78,content_600d29125a405ebb,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,96,0,3959.0
79,content_df575511e474d745,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,110,0,3950.0
80,content_82c72d22beb04058,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,128,0,3884.0
81,content_437d5454d0fe6fbe,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,121,0,4058.0
82,content_6bacfd079d716164,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,114,0,3880.0
83,content_f8f3beb619e1c337,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,180,0,3863.0
84,content_aefc1bb9eb16dc52,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,142,0,3953.0
85,content_737b75c5ae21eaaa,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,547,0,3922.0
86,content_af679452853873c9,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,479,0,3917.0
87,content_97b673688c4a7157,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,102,0,3969.0
88,content_16d242d9ca174c57,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,160,0,3960.0
89,content_b640a8801daf232b,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,89,0,3932.0
90,content_69bec0e71e4bf591,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,669,0,3898.0
91,content_853894d1c3afc1ad,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,102,0,4053.0
92,content_71a11c0ab6c3628f,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,131,0,3969.0
93,content_3de477210f34ff50,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,126,0,4050.0
94,content_a704594ed6af475d,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,140,0,3809.0
95,content_e5c795c4c7eac268,0.8794630058559594,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,133,0,3927.0
96,content_8ed57b4607088cc1,0.8782862782056756,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,46,0,3823.0
97,content_d137a0303fdb6714,0.8738515292542882,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,3144,0,68038.0
98,content_99c63c59330193de,0.8738515292542882,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,4087,0,73007.5
99,content_cbfa3e164cbd47a9,0.8738515292542882,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,2636,0,101284.0
100,content_653bbcddf2314227,0.8738515292542882,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,2308,0,37567.0
101,content_21223cfc82345df9,0.8710662620946742,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,248,0,3738.0
102,content_8ab4db77082d2686,0.8710662620946742,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,743,0,3743.0
103,content_f0efcf7349f19b20,0.8710662620946742,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,107,0,3744.0
104,content_32b121f223488e50,0.8710662620946742,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,159,0,3758.0
105,content_7fd6fbaabba14e10,0.8710662620946742,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,88,0,3746.0
106,content_5808d5ebc508ab65,0.8669984899678885,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1298,0,964.0
107,content_a5e1a1f3b30597bf,0.8660465493871676,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1345,0,484.0
108,content_e092fe999c17122c,0.863227454347799,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,123,0,4064.0
109,content_7152a8e59b01644a,0.863227454347799,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,193,0,4061.0
110,content_21ae2ab72ee14fce,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1563,0,7399.0
111,content_f6116743b00afc2d,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1798,0,14224.0
112,content_80defaa591cc33a3,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1701,0,8366.0
113,content_258f2e4709f29317,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1556,0,7792.0
114,content_337f62f93b6e4c0c,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1325,0,9398.0
115,content_7ec0907c196c2ffd,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1354,0,10903.0
116,content_89b8208c9dc1af07,0.8624349547820398,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,1248,0,8071.0
117,content_5bfc64f3fc146581,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,83,0,2949.0
118,content_c8cfeb2f88b40e9a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,95,0,1817.0
119,content_fb7adbe18c7d1e92,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,296,0,2265.0
120,content_2a532e20f44535ce,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,67,0,2784.0
121,content_a3440cd630d0480a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,110,0,2559.0
122,content_bc2fc1224f67617c,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,61,0,1805.0
123,content_1b8e74edb758df81,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,374,0,2943.0
124,content_7f59a2df31853855,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,69,0,2310.0
125,content_bc204ccc71222475,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,112,0,2288.0
126,content_7fa5790abace4589,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,211,0,2959.0
127,content_3022ea5c57856b10,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,315,0,2177.0
128,content_4a5f139755b2458e,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,490,0,3387.0
129,content_c14bf4813aad47a8,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,104,0,2174.0
130,content_93eff96d589c0b0a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,110,0,2612.0
131,content_939ed8ff45d48eaf,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,112,0,3470.0
132,content_de0332567c0725fd,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,59,0,2114.0
133,content_4a524cb1e8e05352,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,192,0,2837.0
134,content_7f8b6e70755ac736,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,83,0,2336.0
135,content_5d87638088f30907,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,79,0,3319.0
136,content_d79b306d6e650dd0,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,391,0,1918.0
137,content_4c1a579fd78572a6,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,227,0,3020.0
138,content_7ecd141fac7341c3,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,307,0,3346.5
139,content_7e93d8a3ab237e4c,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,587,0,1853.0
140,content_20b4791275b73ecd,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,65,0,2680.0
141,content_f1dbd0384d72bae9,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,125,0,3343.0
142,content_a3d46e33ac7360c3,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,288,0,2189.0
143,content_a3aaf7543f7d8162,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,80,0,2540.0
144,content_a34fb641f7772bb6,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,112,0,2315.0
145,content_cd9adcab0515f39f,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,113,0,2190.0
146,content_934290fa059a43ba,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,105,0,2141.0
147,content_29d819ef92b34022,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,421,0,2300.0
148,content_ca0a59a69df7548a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,61,0,3590.0
149,content_c8f161362d2172c1,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,372,0,2880.0
150,content_80aabe7196fcfe71,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,88,0,2903.0
151,content_808e90bb628c5bff,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,92,0,2717.0
152,content_7ff47b1364f9351d,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,218,0,2495.0
153,content_ab20e51ad3b60436,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,300,0,2191.0
154,content_aa8a4a56c380dcd9,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,153,0,3206.0
155,content_4b7e08b3413d8260,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,69,0,2351.0
156,content_ddab5f1effc38e91,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,109,0,2241.0
157,content_4b37f1a34f87e7f7,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,117,0,2407.0
158,content_49c92096ac15d78c,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,519,0,3208.0
159,content_5cc08b1bb2cfdf00,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,124,0,3623.0
160,content_f58d530d1622dbc9,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,202,0,1864.0
161,content_9303f3b9cd7e2a2a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,64,0,2263.0
162,content_29b0e1bc06bb9a19,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,69,0,2792.0
163,content_a31980613c9e06ee,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,111,0,2527.0
164,content_ed77aa95b75a02c6,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,64,0,1842.0
165,content_29f4fb754f16ab50,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,137,0,2268.0
166,content_121e6c4f559734b4,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,116,0,3695.0
167,content_e9db48403a33b0b7,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,114,0,3445.0
168,content_1b640716b0e300f4,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,282,0,2194.0
169,content_d611ccdef6c85b5c,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,194,0,3269.0
170,content_1fd231f6b7b1a53f,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,97,0,2157.0
171,content_80cfe3497ab31e95,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,137,0,2922.0
172,content_d61de87e2d5afcbc,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,550,0,2770.0
173,content_61c6d60dca0f5368,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,75,0,3364.0
174,content_6dcd6d4f813b04dd,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,246,0,2546.0
175,content_94b6237a841e9354,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,763,0,2228.0
176,content_deb7f26795ca4fbd,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,453,0,3309.0
177,content_deab63469b29d9d7,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,101,0,3724.0
178,content_474d717db192ae3f,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,78,0,3084.0
179,content_2361ec568ec7460e,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,75,0,1955.0
180,content_2398a14278978650,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,63,0,2732.0
181,content_4549dff433be54fd,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,133,0,2487.0
182,content_3149e866dfc62ce9,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,104,0,2315.0
183,content_df903e01c9c526b5,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,146,0,2123.0
184,content_464be1453fb9ac32,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,316,0,1947.0
185,content_ae7c9198f66eccea,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,152,0,2086.0
186,content_b7907dff81a5a403,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,86,0,3373.0
187,content_158eb135ca99642c,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,142,0,3403.0
188,content_c1087f18d91d3ce1,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,432,0,2616.0
189,content_5fa30135c9812529,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,89,0,2466.0
190,content_29f3118b8c92d9c5,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,948,0,3501.0
191,content_cd60acbf9016e66d,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,438,0,1970.0
192,content_4967fcac4cee463a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,491,0,1991.0
193,content_4956d35d62971f06,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,204,0,3546.0
194,content_48efa39f9f518ed6,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,269,0,2210.0
195,content_02b62f7825be8205,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,175,0,2470.0
196,content_abbc3ad643db46d7,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,92,0,2784.0
197,content_7bf774c8a64cd325,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,136,0,2670.0
198,content_7bd6159ffae929b0,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,154,0,3466.0
199,content_caafa0d51267e92b,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,88,0,3656.0
200,content_2160d61d769a9c1c,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,82,0,2814.0
201,content_15031a569ea6bcef,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,196,0,2097.0
202,content_2cadabe548eb7d17,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,89,0,2250.0
203,content_55b2d1675fc79ff4,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,200,0,2141.5
204,content_0d4038df3959e5fc,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,334,0,2558.0
205,content_2c4e25a17f1ba7f8,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,160,0,3115.0
206,content_a817b2c1238cb6b5,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,83,0,2951.0
207,content_21d87fd8483b4de8,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,92,0,1908.0
208,content_7b55ee204e5c597a,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,91,0,2162.0
209,content_7b283cce75215080,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,100,0,2308.0
210,content_7c0fc62e66a05551,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,571,0,2845.0
211,content_60a3f57c7327e995,0.8612401335764295,URGENT_REFRESH,POOR_RANKING | MODEL_FLAGGED,90,0,2877.0
